Date,Open,High,Low,Close,Adj Close,Volume
2019-06-07,312500.000000,312500.000000,303500.000000,305500.000000,305500.000000,70091
2019-06-10,311000.000000,311500.000000,304500.000000,305500.000000,305500.000000,46051
2019-06-11,306000.000000,309500.000000,305500.000000,307000.000000,307000.000000,40189
2019-06-12,307000.000000,309500.000000,305000.000000,308000.000000,308000.000000,44306
2019-06-13,307500.000000,318500.000000,307500.000000,316500.000000,316500.000000,105589
2019-06-14,316500.000000,316500.000000,312000.000000,313000.000000,313000.000000,67881
2019-06-17,311500.000000,314000.000000,308000.000000,309000.000000,309000.000000,36986
2019-06-18,309500.000000,316000.000000,309500.000000,314000.000000,314000.000000,68834
2019-06-19,316000.000000,318000.000000,313000.000000,315000.000000,315000.000000,51459
2019-06-20,315500.000000,317500.000000,315000.000000,317000.000000,317000.000000,46507
2019-06-21,317500.000000,318000.000000,314500.000000,317000.000000,317000.000000,57447
2019-06-24,314500.000000,322000.000000,314500.000000,321500.000000,321500.000000,61532
2019-06-25,320000.000000,323000.000000,312000.000000,313000.000000,313000.000000,65946
2019-06-26,312500.000000,318000.000000,312500.000000,313500.000000,313500.000000,40736
2019-06-27,313500.000000,319000.000000,312000.000000,315000.000000,315000.000000,56497
2019-06-28,317000.000000,322000.000000,315500.000000,320000.000000,320000.000000,59243
2019-07-01,320500.000000,323000.000000,319000.000000,321000.000000,321000.000000,39226
2019-07-02,320500.000000,325000.000000,318500.000000,324000.000000,324000.000000,46162
2019-07-03,324000.000000,327500.000000,316500.000000,318000.000000,318000.000000,66322
2019-07-04,318500.000000,320000.000000,310000.000000,313500.000000,313500.000000,62425
2019-07-05,312500.000000,315500.000000,312000.000000,314000.000000,314000.000000,34181
2019-07-08,314000.000000,320000.000000,309500.000000,316500.000000,316500.000000,68603
2019-07-09,317500.000000,319500.000000,301500.000000,303500.000000,303500.000000,98425
2019-07-10,304000.000000,304000.000000,296000.000000,299500.000000,299500.000000,113111
2019-07-11,299000.000000,303000.000000,298000.000000,301500.000000,301500.000000,68309
2019-07-12,301000.000000,301500.000000,297000.000000,301500.000000,301500.000000,50505
2019-07-15,301000.000000,302000.000000,296500.000000,296500.000000,296500.000000,52848
2019-07-16,295000.000000,299000.000000,294000.000000,295500.000000,295500.000000,60444
2019-07-17,292500.000000,293000.000000,284500.000000,287000.000000,287000.000000,175437
2019-07-18,286500.000000,289500.000000,284500.000000,286000.000000,286000.000000,80334
2019-07-19,285500.000000,288500.000000,284500.000000,287500.000000,287500.000000,137026
2019-07-22,298000.000000,298500.000000,288500.000000,290000.000000,290000.000000,128790
2019-07-23,290000.000000,292000.000000,288500.000000,289000.000000,289000.000000,63639
2019-07-24,288500.000000,288500.000000,281000.000000,281000.000000,281000.000000,211444
2019-07-25,280000.000000,280500.000000,270000.000000,270500.000000,270500.000000,180744
2019-07-26,267000.000000,277000.000000,266000.000000,275500.000000,275500.000000,160441
2019-07-29,273000.000000,278000.000000,271000.000000,273000.000000,273000.000000,83126
2019-07-30,272500.000000,282000.000000,272500.000000,276500.000000,276500.000000,82781
2019-07-31,278500.000000,280000.000000,270000.000000,280000.000000,280000.000000,106281
2019-08-01,279500.000000,281500.000000,277000.000000,278000.000000,278000.000000,53326
2019-08-02,274000.000000,280000.000000,270500.000000,278500.000000,278500.000000,92854
2019-08-05,274000.000000,276000.000000,258000.000000,258500.000000,258500.000000,246067
2019-08-06,250500.000000,264000.000000,241500.000000,253000.000000,253000.000000,230102
2019-08-07,254500.000000,260000.000000,249000.000000,249500.000000,249500.000000,146006
2019-08-08,253000.000000,253000.000000,245500.000000,249500.000000,249500.000000,169676
2019-08-09,251500.000000,274500.000000,251500.000000,269500.000000,269500.000000,251336
2019-08-12,271500.000000,293000.000000,271500.000000,289000.000000,289000.000000,240244
2019-08-13,285000.000000,300000.000000,284000.000000,285500.000000,285500.000000,283510
2019-08-14,291000.000000,295500.000000,287000.000000,290000.000000,290000.000000,118802
2019-08-16,286000.000000,291500.000000,285000.000000,287500.000000,287500.000000,98986
2019-08-19,290000.000000,291500.000000,282000.000000,283500.000000,283500.000000,65206
2019-08-20,284500.000000,286500.000000,278000.000000,283500.000000,283500.000000,74786
2019-08-21,283500.000000,288000.000000,282000.000000,283500.000000,283500.000000,53211
2019-08-22,285000.000000,285500.000000,280000.000000,281500.000000,281500.000000,58299
2019-08-23,278000.000000,286000.000000,278000.000000,283500.000000,283500.000000,100826
2019-08-26,278500.000000,281000.000000,270000.000000,271500.000000,271500.000000,92053
2019-08-27,274500.000000,278000.000000,271500.000000,276000.000000,276000.000000,109416
2019-08-28,275500.000000,288000.000000,274500.000000,286500.000000,286500.000000,214503
2019-08-29,290000.000000,304000.000000,261500.000000,272500.000000,272500.000000,796095
2019-08-30,274500.000000,281000.000000,267000.000000,269000.000000,269000.000000,315441
2019-09-02,267500.000000,267500.000000,261000.000000,267000.000000,267000.000000,132489
2019-09-03,267000.000000,273000.000000,266000.000000,272000.000000,272000.000000,93305
2019-09-04,270000.000000,278000.000000,269000.000000,278000.000000,278000.000000,118329
2019-09-05,280000.000000,282500.000000,278000.000000,279500.000000,279500.000000,84191
2019-09-06,280000.000000,281500.000000,276000.000000,277500.000000,277500.000000,63760
2019-09-09,277500.000000,282500.000000,277500.000000,280000.000000,280000.000000,52212
2019-09-10,290000.000000,290000.000000,280500.000000,283500.000000,283500.000000,113119
2019-09-11,285500.000000,293000.000000,283500.000000,293000.000000,293000.000000,150651
2019-09-16,294500.000000,296500.000000,288500.000000,293500.000000,293500.000000,81350
2019-09-17,299000.000000,316500.000000,298500.000000,315000.000000,315000.000000,342854
2019-09-18,317500.000000,322500.000000,313000.000000,316000.000000,316000.000000,146324
2019-09-19,316000.000000,335000.000000,316000.000000,329000.000000,329000.000000,273672
2019-09-20,331000.000000,342000.000000,331000.000000,338500.000000,338500.000000,235556
2019-09-23,338000.000000,338000.000000,314000.000000,317000.000000,317000.000000,284614
2019-09-24,314000.000000,330000.000000,311000.000000,318500.000000,318500.000000,212881
2019-09-25,318500.000000,324000.000000,317000.000000,318000.000000,318000.000000,84517
2019-09-26,318000.000000,324500.000000,316500.000000,317500.000000,317500.000000,72971
2019-09-27,320000.000000,320000.000000,311000.000000,311500.000000,311500.000000,76011
2019-09-30,309500.000000,313000.000000,301000.000000,307500.000000,307500.000000,86603
2019-10-01,308000.000000,323000.000000,305000.000000,323000.000000,323000.000000,105042
2019-10-02,317500.000000,323500.000000,313500.000000,318000.000000,318000.000000,82123
2019-10-04,320500.000000,325000.000000,319000.000000,320500.000000,320500.000000,78522
2019-10-07,324000.000000,328000.000000,322000.000000,326000.000000,326000.000000,70555
2019-10-08,326000.000000,330000.000000,321500.000000,329000.000000,329000.000000,106670
2019-10-10,326000.000000,329000.000000,321500.000000,326000.000000,326000.000000,65922
2019-10-11,329000.000000,329000.000000,324000.000000,325000.000000,325000.000000,57332
2019-10-14,327500.000000,330000.000000,324500.000000,329500.000000,329500.000000,82811
2019-10-15,329000.000000,329500.000000,325500.000000,326000.000000,326000.000000,32848
2019-10-16,327500.000000,339000.000000,327000.000000,339000.000000,339000.000000,170243
2019-10-17,343000.000000,352000.000000,342000.000000,345000.000000,345000.000000,221230
2019-10-18,345000.000000,349500.000000,342000.000000,344000.000000,344000.000000,63654
2019-10-21,343500.000000,344000.000000,338500.000000,339500.000000,339500.000000,51210
2019-10-22,341000.000000,349500.000000,341000.000000,344000.000000,344000.000000,90349
2019-10-23,377000.000000,380500.000000,365000.000000,372500.000000,372500.000000,565378
2019-10-24,378000.000000,380000.000000,368000.000000,378000.000000,378000.000000,220840
2019-10-25,379000.000000,387500.000000,376000.000000,383500.000000,383500.000000,168739
2019-10-28,387500.000000,398000.000000,386500.000000,398000.000000,398000.000000,203328
2019-10-29,397500.000000,402000.000000,390000.000000,400500.000000,400500.000000,215745
2019-10-30,401000.000000,402000.000000,388500.000000,397000.000000,397000.000000,139063
2019-10-31,400000.000000,403000.000000,397000.000000,398500.000000,398500.000000,110973
2019-11-01,397500.000000,398500.000000,390500.000000,396000.000000,396000.000000,82728
2019-11-04,401000.000000,401500.000000,397500.000000,401000.000000,401000.000000,87311
2019-11-05,402500.000000,402500.000000,399000.000000,399500.000000,399500.000000,76609
2019-11-06,399500.000000,402500.000000,398500.000000,399500.000000,399500.000000,58144
2019-11-07,401000.000000,405000.000000,400500.000000,404500.000000,404500.000000,98668
2019-11-08,404500.000000,405000.000000,388500.000000,390000.000000,390000.000000,124664
2019-11-11,388500.000000,402000.000000,388500.000000,399500.000000,399500.000000,99605
2019-11-12,400000.000000,400000.000000,395000.000000,398000.000000,398000.000000,47139
2019-11-13,397000.000000,398000.000000,389000.000000,389500.000000,389500.000000,77768
2019-11-14,390500.000000,398000.000000,390500.000000,395500.000000,395500.000000,54733
2019-11-15,393000.000000,398000.000000,393000.000000,398000.000000,398000.000000,60635
2019-11-18,398000.000000,403000.000000,398000.000000,402000.000000,402000.000000,94620
2019-11-19,403500.000000,403500.000000,396000.000000,399000.000000,399000.000000,48691
2019-11-20,396500.000000,401000.000000,394000.000000,399500.000000,399500.000000,70048
2019-11-21,399500.000000,399500.000000,384000.000000,391000.000000,391000.000000,100365
2019-11-22,387500.000000,391000.000000,380500.000000,385000.000000,385000.000000,82542
2019-11-25,389000.000000,393000.000000,386000.000000,391000.000000,391000.000000,81180
2019-11-26,391000.000000,394500.000000,389000.000000,389000.000000,389000.000000,100289
2019-11-27,393000.000000,397500.000000,386500.000000,397000.000000,397000.000000,72185
2019-11-28,396000.000000,400000.000000,396000.000000,399000.000000,399000.000000,68488
2019-11-29,401500.000000,402500.000000,393000.000000,393500.000000,393500.000000,74067
2019-12-02,394000.000000,398000.000000,387000.000000,390000.000000,390000.000000,64001
2019-12-03,386000.000000,394000.000000,385000.000000,394000.000000,394000.000000,51493
2019-12-04,393500.000000,395500.000000,388500.000000,391500.000000,391500.000000,60031
2019-12-05,391500.000000,396000.000000,385000.000000,396000.000000,396000.000000,69626
2019-12-06,396500.000000,397000.000000,390000.000000,395000.000000,395000.000000,86663
2019-12-09,391000.000000,394000.000000,385000.000000,388000.000000,388000.000000,63355
2019-12-10,384000.000000,391000.000000,383000.000000,390000.000000,390000.000000,43279
2019-12-11,391500.000000,393500.000000,387000.000000,389000.000000,389000.000000,39782
2019-12-12,388500.000000,392000.000000,388000.000000,390000.000000,390000.000000,93556
2019-12-13,393000.000000,397000.000000,392000.000000,396000.000000,396000.000000,89107
2019-12-16,395000.000000,399000.000000,394000.000000,395000.000000,395000.000000,68439
2019-12-17,394000.000000,396000.000000,392000.000000,395000.000000,395000.000000,74299
2019-12-18,396000.000000,397000.000000,393500.000000,394500.000000,394500.000000,75412
2019-12-19,394500.000000,396500.000000,393500.000000,395500.000000,395500.000000,59475
2019-12-20,396000.000000,397500.000000,395500.000000,396500.000000,396500.000000,75612
2019-12-23,398000.000000,423500.000000,397500.000000,422500.000000,422500.000000,385044
2019-12-24,421500.000000,433000.000000,416000.000000,417000.000000,417000.000000,171062
2019-12-26,420000.000000,420000.000000,413000.000000,413500.000000,413500.000000,139723
2019-12-27,419000.000000,438000.000000,415000.000000,429500.000000,429500.000000,222613
2019-12-30,430000.000000,442000.000000,428500.000000,433000.000000,433000.000000,136848
2020-01-02,433000.000000,439500.000000,425500.000000,428500.000000,428500.000000,108281
2020-01-03,431500.000000,436500.000000,418500.000000,422000.000000,422000.000000,123810
2020-01-06,414500.000000,416500.000000,411000.000000,412000.000000,412000.000000,99978
2020-01-07,415500.000000,419500.000000,411000.000000,419000.000000,419000.000000,85655
2020-01-08,412500.000000,415000.000000,401000.000000,408500.000000,408500.000000,151966
2020-01-09,417000.000000,421500.000000,416000.000000,420000.000000,420000.000000,86176
2020-01-10,422000.000000,439000.000000,418000.000000,436500.000000,436500.000000,184177
2020-01-13,439000.000000,443500.000000,435000.000000,440500.000000,440500.000000,124102
2020-01-14,440500.000000,442000.000000,433000.000000,435000.000000,435000.000000,105457
2020-01-15,433500.000000,436500.000000,430000.000000,434500.000000,434500.000000,61351
2020-01-16,435000.000000,439000.000000,430500.000000,436500.000000,436500.000000,69427
2020-01-17,436500.000000,439000.000000,432000.000000,437000.000000,437000.000000,67353
2020-01-20,439000.000000,442500.000000,437500.000000,438000.000000,438000.000000,66165
2020-01-21,439500.000000,444500.000000,437000.000000,438000.000000,438000.000000,70311
2020-01-22,437000.000000,454000.000000,436500.000000,452000.000000,452000.000000,179649
2020-01-23,469500.000000,493000.000000,458500.000000,483000.000000,483000.000000,438529
2020-01-28,477000.000000,499000.000000,476000.000000,494000.000000,494000.000000,320066
2020-01-29,495500.000000,495500.000000,485000.000000,491000.000000,491000.000000,161493
2020-01-30,490500.000000,500000.000000,485000.000000,495000.000000,495000.000000,161574
2020-01-31,495000.000000,499500.000000,484500.000000,484500.000000,484500.000000,132195
2020-02-03,477000.000000,484000.000000,465000.000000,479500.000000,479500.000000,193254
2020-02-04,483000.000000,493000.000000,482500.000000,492500.000000,492500.000000,113472
2020-02-05,495500.000000,499500.000000,489000.000000,490000.000000,490000.000000,95141
2020-02-06,497500.000000,523000.000000,494000.000000,519000.000000,519000.000000,298254
2020-02-07,521000.000000,524000.000000,510000.000000,519000.000000,519000.000000,125762
2020-02-10,519000.000000,534000.000000,511000.000000,530000.000000,530000.000000,153016
2020-02-11,536000.000000,542000.000000,524000.000000,528000.000000,528000.000000,170868
2020-02-12,528000.000000,538000.000000,525000.000000,530000.000000,530000.000000,131478
2020-02-13,537000.000000,537000.000000,527000.000000,530000.000000,530000.000000,111860
2020-02-14,530000.000000,533000.000000,528000.000000,529000.000000,529000.000000,77388
2020-02-17,529000.000000,529000.000000,517000.000000,519000.000000,519000.000000,145950
2020-02-18,514000.000000,518000.000000,510000.000000,513000.000000,513000.000000,121475
2020-02-19,513000.000000,517000.000000,500000.000000,505000.000000,505000.000000,175595
2020-02-20,507000.000000,514000.000000,495000.000000,498500.000000,498500.000000,261309
2020-02-21,493000.000000,494000.000000,483000.000000,486500.000000,486500.000000,214090
2020-02-24,470000.000000,477500.000000,461000.000000,461000.000000,461000.000000,278895
2020-02-25,459000.000000,479500.000000,458000.000000,479000.000000,479000.000000,246549
2020-02-26,468000.000000,484500.000000,467000.000000,480000.000000,480000.000000,156734
2020-02-27,479000.000000,484000.000000,471000.000000,480000.000000,480000.000000,166026
2020-02-28,473000.000000,475000.000000,455500.000000,463500.000000,463500.000000,231859
2020-03-02,463000.000000,472500.000000,457500.000000,467000.000000,467000.000000,149246
2020-03-03,479500.000000,502000.000000,476500.000000,479500.000000,479500.000000,233926
2020-03-04,479500.000000,491000.000000,479000.000000,489000.000000,489000.000000,140079
2020-03-05,498500.000000,499000.000000,490000.000000,496500.000000,496500.000000,130398
2020-03-06,491000.000000,494000.000000,487500.000000,491000.000000,491000.000000,93421
2020-03-09,484000.000000,500000.000000,483000.000000,494000.000000,494000.000000,202109
2020-03-10,489000.000000,497000.000000,486000.000000,496000.000000,496000.000000,156243
2020-03-11,507000.000000,514000.000000,476500.000000,484000.000000,484000.000000,201904
2020-03-12,480000.000000,489000.000000,467000.000000,483000.000000,483000.000000,244877
2020-03-13,465000.000000,478000.000000,420000.000000,456500.000000,456500.000000,477093
2020-03-16,463000.000000,474500.000000,429500.000000,430000.000000,430000.000000,218369
2020-03-17,410000.000000,433000.000000,409500.000000,417500.000000,417500.000000,423614
2020-03-18,425500.000000,427500.000000,400500.000000,400500.000000,400500.000000,276886
2020-03-19,410000.000000,416000.000000,352000.000000,366000.000000,366000.000000,470624
2020-03-20,383500.000000,451000.000000,371500.000000,430000.000000,430000.000000,586738
2020-03-23,406000.000000,454500.000000,405500.000000,436000.000000,436000.000000,589740
2020-03-24,452500.000000,492000.000000,448000.000000,476000.000000,476000.000000,509039
2020-03-25,492500.000000,494000.000000,462000.000000,475000.000000,475000.000000,431318
2020-03-26,469500.000000,475000.000000,456000.000000,456500.000000,456500.000000,324101
2020-03-27,467000.000000,469000.000000,436000.000000,443000.000000,443000.000000,399994
2020-03-30,437000.000000,452000.000000,433500.000000,450000.000000,450000.000000,216938
2020-03-31,455000.000000,493000.000000,448000.000000,482000.000000,482000.000000,665621
2020-04-01,481000.000000,486000.000000,450500.000000,452500.000000,452500.000000,313016
2020-04-02,451000.000000,468000.000000,449000.000000,464500.000000,464500.000000,187474
2020-04-03,463500.000000,478000.000000,461000.000000,467500.000000,467500.000000,220451
2020-04-06,474500.000000,488000.000000,473000.000000,477000.000000,477000.000000,219399
2020-04-07,486000.000000,486000.000000,474000.000000,482500.000000,482500.000000,177208
2020-04-08,482500.000000,484500.000000,477500.000000,477500.000000,477500.000000,124190
2020-04-09,481500.000000,483000.000000,474000.000000,478500.000000,478500.000000,125253
2020-04-10,500000.000000,603000.000000,494500.000000,559000.000000,559000.000000,3037570
2020-04-13,570000.000000,589000.000000,539000.000000,539000.000000,539000.000000,1184911
2020-04-14,542000.000000,560000.000000,529000.000000,542000.000000,542000.000000,539127
2020-04-16,536000.000000,553000.000000,535000.000000,540000.000000,540000.000000,297720
2020-04-17,553000.000000,568000.000000,531000.000000,566000.000000,566000.000000,776987
2020-04-20,560000.000000,576000.000000,555000.000000,566000.000000,566000.000000,472857
2020-04-21,568000.000000,583000.000000,557000.000000,579000.000000,579000.000000,997287
2020-04-22,573000.000000,594000.000000,572000.000000,580000.000000,580000.000000,625247
2020-04-23,581000.000000,608000.000000,576000.000000,601000.000000,601000.000000,1028524
2020-04-24,598000.000000,603000.000000,588000.000000,591000.000000,591000.000000,400836
2020-04-27,593000.000000,596000.000000,582000.000000,588000.000000,588000.000000,176447
2020-04-28,589000.000000,598000.000000,583000.000000,588000.000000,588000.000000,189318
2020-04-29,587000.000000,589000.000000,581000.000000,581000.000000,581000.000000,157790
2020-05-04,566000.000000,572000.000000,555000.000000,556000.000000,556000.000000,302753
2020-05-06,561000.000000,578000.000000,559000.000000,575000.000000,575000.000000,204420
2020-05-07,571000.000000,578000.000000,566000.000000,567000.000000,567000.000000,138941
2020-05-08,571000.000000,599000.000000,570000.000000,588000.000000,588000.000000,438329
2020-05-11,592000.000000,596000.000000,581000.000000,586000.000000,586000.000000,164802
2020-05-12,586000.000000,593000.000000,583000.000000,592000.000000,592000.000000,188243
2020-05-13,589000.000000,619000.000000,588000.000000,616000.000000,616000.000000,510468
2020-05-14,613000.000000,614000.000000,600000.000000,612000.000000,612000.000000,190133
2020-05-15,616000.000000,617000.000000,601000.000000,605000.000000,605000.000000,147881
2020-05-18,614000.000000,626000.000000,590000.000000,597000.000000,597000.000000,218856
2020-05-19,608000.000000,609000.000000,592000.000000,600000.000000,600000.000000,186947
2020-05-20,599000.000000,603000.000000,595000.000000,600000.000000,600000.000000,101649
2020-05-21,601000.000000,610000.000000,594000.000000,609000.000000,609000.000000,164932
2020-05-22,630000.000000,640000.000000,611000.000000,618000.000000,618000.000000,397591
2020-05-25,619000.000000,634000.000000,616000.000000,632000.000000,632000.000000,226644
2020-05-26,635000.000000,645000.000000,627000.000000,645000.000000,645000.000000,233836
2020-05-27,645000.000000,645000.000000,623000.000000,624000.000000,624000.000000,207579
2020-05-28,619000.000000,627000.000000,603000.000000,611000.000000,611000.000000,223388
2020-05-29,616000.000000,628000.000000,613000.000000,622000.000000,622000.000000,149536
2020-06-01,629000.000000,632000.000000,620000.000000,629000.000000,629000.000000,118807
2020-06-02,626000.000000,631000.000000,621000.000000,629000.000000,629000.000000,83476
2020-06-03,635000.000000,638000.000000,617000.000000,626000.000000,626000.000000,185023
2020-06-04,626000.000000,660000.000000,617000.000000,650000.000000,650000.000000,578811
2020-06-05,645000.000000,678000.000000,640000.000000,665000.000000,665000.000000,326076
2020-06-08,667000.000000,671000.000000,646000.000000,664000.000000,664000.000000,298766
2020-06-09,679000.000000,690000.000000,667000.000000,676000.000000,676000.000000,296132
2020-06-10,679000.000000,705000.000000,676000.000000,704000.000000,704000.000000,282781
2020-06-11,716000.000000,770000.000000,711000.000000,747000.000000,747000.000000,593199
2020-06-12,719000.000000,817000.000000,718000.000000,805000.000000,805000.000000,789465
2020-06-15,827000.000000,863000.000000,770000.000000,808000.000000,808000.000000,846654
2020-06-16,846000.000000,847000.000000,808000.000000,826000.000000,826000.000000,404083
2020-06-17,823000.000000,834000.000000,807000.000000,824000.000000,824000.000000,278676
2020-06-18,824000.000000,831000.000000,807000.000000,810000.000000,810000.000000,189462
2020-06-19,816000.000000,816000.000000,778000.000000,801000.000000,801000.000000,349718
2020-06-22,795000.000000,808000.000000,785000.000000,793000.000000,793000.000000,175790
2020-06-23,800000.000000,816000.000000,787000.000000,802000.000000,802000.000000,292065
2020-06-24,834000.000000,835000.000000,813000.000000,819000.000000,819000.000000,284743
2020-06-25,811000.000000,833000.000000,811000.000000,815000.000000,815000.000000,163339
2020-06-26,821000.000000,823000.000000,793000.000000,810000.000000,810000.000000,175138
2020-06-29,808000.000000,809000.000000,784000.000000,784000.000000,784000.000000,174433
2020-06-30,784000.000000,791000.000000,765000.000000,775000.000000,775000.000000,230619
2020-07-01,775000.000000,784000.000000,752000.000000,752000.000000,752000.000000,225298
2020-07-02,764000.000000,795000.000000,763000.000000,786000.000000,786000.000000,266716
2020-07-03,795000.000000,796000.000000,764000.000000,771000.000000,771000.000000,225308
2020-07-06,765000.000000,767000.000000,745000.000000,754000.000000,754000.000000,250485
2020-07-07,763000.000000,767000.000000,746000.000000,751000.000000,751000.000000,253614
2020-07-08,747000.000000,754000.000000,726000.000000,736000.000000,736000.000000,287658
2020-07-09,736000.000000,752000.000000,729000.000000,741000.000000,741000.000000,204703
2020-07-10,748000.000000,748000.000000,725000.000000,731000.000000,731000.000000,163506
2020-07-13,738000.000000,738000.000000,716000.000000,730000.000000,730000.000000,179922
2020-07-14,733000.000000,749000.000000,724000.000000,735000.000000,735000.000000,169708
2020-07-15,749000.000000,750000.000000,738000.000000,749000.000000,749000.000000,167363
2020-07-16,750000.000000,750000.000000,732000.000000,732000.000000,732000.000000,118279
2020-07-17,726000.000000,744000.000000,716000.000000,743000.000000,743000.000000,148719
2020-07-20,744000.000000,752000.000000,735000.000000,739000.000000,739000.000000,190729
2020-07-21,743000.000000,752000.000000,742000.000000,750000.000000,750000.000000,167336
2020-07-22,757000.000000,790000.000000,744000.000000,790000.000000,790000.000000,371837
2020-07-23,794000.000000,797000.000000,772000.000000,775000.000000,775000.000000,200661
2020-07-24,768000.000000,773000.000000,755000.000000,755000.000000,755000.000000,145328
2020-07-27,753000.000000,765000.000000,752000.000000,754000.000000,754000.000000,93656
2020-07-28,764000.000000,771000.000000,760000.000000,761000.000000,761000.000000,167728
2020-07-29,763000.000000,763000.000000,737000.000000,741000.000000,741000.000000,191530
2020-07-30,735000.000000,744000.000000,724000.000000,736000.000000,736000.000000,143504
2020-07-31,736000.000000,745000.000000,733000.000000,733000.000000,733000.000000,95025
2020-08-03,728000.000000,740000.000000,717000.000000,736000.000000,736000.000000,163725
2020-08-04,735000.000000,746000.000000,730000.000000,735000.000000,735000.000000,108754
2020-08-05,746000.000000,793000.000000,740000.000000,787000.000000,787000.000000,521095
2020-08-06,806000.000000,811000.000000,773000.000000,778000.000000,778000.000000,286882
2020-08-07,783000.000000,785000.000000,762000.000000,768000.000000,768000.000000,167220
2020-08-10,768000.000000,781000.000000,756000.000000,771000.000000,771000.000000,177707
2020-08-11,793000.000000,832000.000000,783000.000000,804000.000000,804000.000000,761446
2020-08-12,815000.000000,854000.000000,814000.000000,843000.000000,843000.000000,760424
2020-08-13,837000.000000,844000.000000,809000.000000,820000.000000,820000.000000,366305
2020-08-14,815000.000000,830000.000000,791000.000000,800000.000000,800000.000000,216375
2020-08-18,800000.000000,837000.000000,795000.000000,802000.000000,802000.000000,271955
2020-08-19,815000.000000,828000.000000,805000.000000,809000.000000,809000.000000,150028
2020-08-20,800000.000000,823000.000000,792000.000000,794000.000000,794000.000000,201445
2020-08-21,808000.000000,809000.000000,788000.000000,799000.000000,799000.000000,143094
2020-08-24,800000.000000,822000.000000,799000.000000,820000.000000,820000.000000,131478
2020-08-25,824000.000000,826000.000000,808000.000000,815000.000000,815000.000000,104240
2020-08-26,812000.000000,822000.000000,807000.000000,812000.000000,812000.000000,101158
2020-08-27,810000.000000,812000.000000,799000.000000,801000.000000,801000.000000,132306
2020-08-28,808000.000000,809000.000000,795000.000000,799000.000000,799000.000000,100079
2020-08-31,797000.000000,799000.000000,775000.000000,778000.000000,778000.000000,233612
2020-09-01,775000.000000,802000.000000,775000.000000,781000.000000,781000.000000,162447
2020-09-02,783000.000000,786000.000000,758000.000000,770000.000000,770000.000000,188679
2020-09-03,768000.000000,788000.000000,765000.000000,779000.000000,779000.000000,132075
2020-09-04,757000.000000,774000.000000,757000.000000,773000.000000,773000.000000,124897
2020-09-07,773000.000000,788000.000000,767000.000000,776000.000000,776000.000000,85511
2020-09-08,777000.000000,781000.000000,770000.000000,774000.000000,774000.000000,71815
2020-09-09,764000.000000,772000.000000,756000.000000,759000.000000,759000.000000,129170
2020-09-10,766000.000000,767000.000000,759000.000000,764000.000000,764000.000000,84507
2020-09-11,758000.000000,762000.000000,755000.000000,761000.000000,761000.000000,72604
2020-09-14,773000.000000,773000.000000,760000.000000,763000.000000,763000.000000,77199
2020-09-15,766000.000000,782000.000000,761000.000000,773000.000000,773000.000000,93709
2020-09-16,778000.000000,780000.000000,771000.000000,776000.000000,776000.000000,79971
2020-09-17,773000.000000,775000.000000,757000.000000,757000.000000,757000.000000,121310
2020-09-18,758000.000000,762000.000000,748000.000000,758000.000000,758000.000000,64797
2020-09-21,755000.000000,762000.000000,735000.000000,740000.000000,740000.000000,96630
2020-09-22,765000.000000,772000.000000,730000.000000,731000.000000,731000.000000,174966
2020-09-23,732000.000000,736000.000000,698000.000000,705000.000000,705000.000000,199488
2020-09-24,690000.000000,698000.000000,673000.000000,673000.000000,673000.000000,186230
2020-09-25,674000.000000,690000.000000,665000.000000,675000.000000,675000.000000,109274
2020-09-28,680000.000000,690000.000000,676000.000000,685000.000000,685000.000000,59316
2020-09-29,690000.000000,696000.000000,685000.000000,690000.000000,690000.000000,69147
2020-10-05,697000.000000,701000.000000,682000.000000,685000.000000,685000.000000,69478
2020-10-06,688000.000000,714000.000000,687000.000000,712000.000000,712000.000000,101544
2020-10-07,712000.000000,726000.000000,710000.000000,721000.000000,721000.000000,87946
2020-10-08,725000.000000,728000.000000,712000.000000,715000.000000,715000.000000,75344
2020-10-12,724000.000000,724000.000000,715000.000000,719000.000000,719000.000000,54650
2020-10-13,719000.000000,724000.000000,718000.000000,723000.000000,723000.000000,57458
2020-10-14,720000.000000,720000.000000,707000.000000,707000.000000,707000.000000,64578
2020-10-15,713000.000000,719000.000000,704000.000000,704000.000000,704000.000000,67044
2020-10-16,690000.000000,699000.000000,684000.000000,687000.000000,687000.000000,113875
2020-10-19,692000.000000,699000.000000,686000.000000,686000.000000,686000.000000,58832
2020-10-20,682000.000000,689000.000000,670000.000000,682000.000000,682000.000000,81702
2020-10-21,683000.000000,688000.000000,677000.000000,688000.000000,688000.000000,46859
2020-10-22,679000.000000,684000.000000,652000.000000,658000.000000,658000.000000,186612
2020-10-23,659000.000000,660000.000000,631000.000000,636000.000000,636000.000000,196988
2020-10-26,648000.000000,661000.000000,626000.000000,630000.000000,630000.000000,189595
2020-10-27,630000.000000,656000.000000,624000.000000,635000.000000,635000.000000,127882
2020-10-28,635000.000000,643000.000000,633000.000000,637000.000000,637000.000000,55140
2020-10-29,630000.000000,701000.000000,630000.000000,697000.000000,697000.000000,301106
2020-10-30,695000.000000,712000.000000,676000.000000,682000.000000,682000.000000,251134
2020-11-02,691000.000000,699000.000000,682000.000000,698000.000000,698000.000000,84738
2020-11-03,699000.000000,707000.000000,690000.000000,699000.000000,699000.000000,97868
